CL:0000000	cell
UBERON:0013708	anterior superior iliac spine
UBERON:0013709	anterior inferior iliac spine
UBERON:0013710	posterior superior iliac spine
UBERON:0013711	posterior inferior iliac spine
UBERON:0013712	anterior iliac spine
UBERON:0013713	posterior iliac spine
UBERON:0013715	ilio-marsupialis muscle
UBERON:0013716	branch of ilio-marsupialis muscle
UBERON:0013717	superficial inguinal ring
UBERON:0013718	dartos muscle
UBERON:0013719	dartos muscle of scrotum
UBERON:0013720	dartos muscle of labia majora
UBERON:0013721	deep inguinal ring
UBERON:0013725	anterior talofibular ligament
UBERON:0013726	posterior talofibular ligament
UBERON:0013727	notochordal fluid
UBERON:0013730	mycetome
UBERON:0013731	basilar papilla
UBERON:0013732	vestibule of nasal cavity
UBERON:0013733	caudal linear nucleus
UBERON:0013734	rostral linear nucleus
UBERON:0013736	interfascicular linear nucleus
UBERON:0013737	paranigral nucleus
UBERON:0013738	parabrachial pigmental nucleus
UBERON:0013739	base of crypt of Lieberkuhn
UBERON:0013740	wall of crypt of Lieberkuhn
UBERON:0013741	base of crypt of Lieberkuhn of large intestine
UBERON:0013742	wall of crypt of Lieberkuhn of large intestine
UBERON:0013743	base of crypt of Lieberkuhn of small intestine
UBERON:0013744	wall of crypt of Lieberkuhn of small intestine
UBERON:0013745	zona intermedia of adrenal gland
UBERON:0013746	basibranchial element
UBERON:0013747	basibranchial cartilage
UBERON:0013748	ulnar metaphysis
UBERON:0013749	metaphysis of humerus
UBERON:0013750	metaphysis of tibia
UBERON:0013751	metaphysis of radius
UBERON:0013752	diaphysis of metacarpal bone
UBERON:0013753	distal epiphysis of metacarpal bone
UBERON:0013754	integumentary system layer
UBERON:0013755	arterial blood
UBERON:0013756	venous blood
UBERON:0013757	capillary blood
UBERON:0013758	cervical os
UBERON:0013759	internal cervical os
UBERON:0013760	external cervical os
UBERON:0013761	cervical cavity
UBERON:0013764	common crus of semicircular duct
UBERON:0013765	digestive system element
UBERON:0013766	epicanthal fold
UBERON:0013767	frontal process of maxilla
UBERON:0013768	great vessel of heart
UBERON:0013769	uterine lumen
UBERON:0013770	intermammary cleft
UBERON:0013771	line connecting laterally paired nipples
UBERON:0013772	left nipple
UBERON:0013773	right nipple
UBERON:0013774	diaphysis of metatarsal bone
UBERON:0013776	skin of palmar/plantar part of autopod
UBERON:0013777	skin of palm of manus
UBERON:0013778	skin of sole of pes
UBERON:0014169	nigrostriatal tract
UBERON:0014277	piriform cortex layer 1
UBERON:0014280	piriform cortex layer 2
UBERON:0014283	piriform cortex layer 3
UBERON:0014284	endopiriform nucleus
UBERON:0014286	dorsal cap of Kooy
UBERON:0014287	medial accessory olive
UBERON:0014370	extrastriate cortex
UBERON:0014371	future telencephalon
UBERON:0014372	fibroelastic membrane of larynx
UBERON:0014374	embryoid body
UBERON:0014375	intrinsic muscle of manus
UBERON:0014376	thenar muscle
UBERON:0014377	hypothenar muscle
UBERON:0014378	intrinsic muscle of pes
UBERON:0014379	adductor hallucis muscle
UBERON:0014380	flexor digitorum brevis muscle
UBERON:0014381	whorl of hair
UBERON:0014382	collection of hairs on head or neck
UBERON:0014385	aryepiglottic fold
UBERON:0014386	vertebral endplate
UBERON:0014387	mesenchyme derived from neural crest
UBERON:0014388	kidney collecting duct epithelium
UBERON:0014389	gustatory papilla of tongue
UBERON:0014390	muscle layer of ileum
UBERON:0014391	palmar/plantar sweat gland
UBERON:0014392	sweat of palm
UBERON:0014393	sweat of axilla
UBERON:0014394	uterine fat pad
UBERON:0014395	proximal mesopodial bone
UBERON:0014396	interscapular fat pad
UBERON:0014397	lateral process of malleus
UBERON:0014398	respiratory muscle
UBERON:0014399	sinusoidal space
UBERON:0014400	hepatic sinusoidal space
UBERON:0014401	renal venous blood vessel
UBERON:0014402	sex-specific anatomical structure
UBERON:0014403	male anatomical structure
UBERON:0014404	female anatomical structure
UBERON:0014405	nymph stage
UBERON:0014406	nauplius stage
UBERON:0014409	metacromion
UBERON:0014410	fibularis quartus
UBERON:0014411	greater sciatic notch
UBERON:0014430	sciatic notch
UBERON:0014436	lesser sciatic notch
UBERON:0014437	iliac crest
UBERON:0014438	superior pubic ramus
UBERON:0014439	inferior pubic ramus
UBERON:0014440	ischiopubic ramus
UBERON:0014441	ischial ramus
UBERON:0014442	superior ischial ramus
UBERON:0014443	inferior ischial ramus
UBERON:0014444	pubic ramus
UBERON:0014445	acetabular fossa
UBERON:0014446	acetabular notch
UBERON:0014447	feathered facial disc
UBERON:0014448	feathered ear tuft
UBERON:0014450	pretectal nucleus
UBERON:0014451	tongue taste bud
UBERON:0014452	gustatory epithelium of tongue
UBERON:0014453	gustatory epithelium of palate
UBERON:0014454	visceral abdominal adipose tissue
UBERON:0014455	subcutaneous abdominal adipose tissue
UBERON:0014456	extraperitoneal space
UBERON:0014458	female bulbospongiosus muscle
UBERON:0014459	temporal fenestra
UBERON:0014460	supratemporal fenestra
UBERON:0014461	infratemporal fenestra
UBERON:0014463	cardiac ganglion
UBERON:0014464	renal fat pad
UBERON:0014465	antorbital fenestra
UBERON:0014466	subarachnoid fissure
UBERON:0014468	ansoparamedian fissure of cerebellum
UBERON:0014471	primary fissure of cerebellum
UBERON:0014473	precentral fissure of cerebellum
UBERON:0014474	postcentral fissure of cerebellum
UBERON:0014475	endostylar duct
UBERON:0014477	thoracic skeleton
UBERON:0014478	rib skeletal system
UBERON:0014479	elephant trunk
UBERON:0014480	blood feather
UBERON:0014481	sex skin
UBERON:0014482	ischial callosity
UBERON:0014483	distal phalanx of digit 1
UBERON:0014484	distal phalanx of digit 2
UBERON:0014485	distal phalanx of digit 3
UBERON:0014486	distal phalanx of digit 4
UBERON:0014487	distal phalanx of digit 5
UBERON:0014488	middle phalanx of digit 2
UBERON:0014489	middle phalanx of digit 3
UBERON:0014490	middle phalanx of digit 4
UBERON:0014491	middle phalanx of digit 5
UBERON:0014501	proximal phalanx of digit 1
UBERON:0014502	proximal phalanx of digit 2
UBERON:0014503	proximal phalanx of digit 3
UBERON:0014504	proximal phalanx of digit 4
UBERON:0014505	proximal phalanx of digit 5
UBERON:0014506	distal interphalangeal joint of digit 3
UBERON:0014507	distal interphalangeal joint of pedal digit 3
UBERON:0014508	distal interphalangeal joint of manual digit 3
UBERON:0014509	distal sesamoid impar ligament
UBERON:0014510	lamina of omasum
UBERON:0014521	anterodorsal nucleus of medial geniculate body
UBERON:0014522	dorsolateral oculomotor nucleus
UBERON:0014523	oculomotor division of oculomotor nuclear complex
UBERON:0014524	electromotor division of oculomotor nuclear complex
UBERON:0014525	limb of internal capsule of telencephalon
UBERON:0014526	anterior limb of internal capsule
UBERON:0014527	posterior limb of internal capsule
UBERON:0014528	extreme capsule
UBERON:0014529	lenticular fasciculus
UBERON:0014530	white matter lamina of neuraxis
UBERON:0014531	white matter lamina of diencephalon
UBERON:0014532	white matter lamina of cerebral hemisphere
UBERON:0014533	medullary lamina of thalamus
UBERON:0014534	external medullary lamina of thalamus
UBERON:0014537	periamygdaloid cortex
UBERON:0014538	subdivision of spinal cord central canal
UBERON:0014539	precommissural fornix of forebrain
UBERON:0014540	white matter lamina of cerebellum
UBERON:0014541	thoracic division of spinal cord central canal
UBERON:0014542	cervical division of cord spinal central canal
UBERON:0014543	lumbar division of spinal cord central canal
UBERON:0014544	frontomarginal sulcus
UBERON:0014547	sacral division of spinal cord central canal
UBERON:0014548	pyramidal layer of CA1
UBERON:0014549	pyramidal layer of CA2
UBERON:0014550	pyramidal layer of CA3
UBERON:0014551	CA2 stratum oriens
UBERON:0014552	CA1 stratum oriens
UBERON:0014553	CA3 stratum oriens
UBERON:0014554	CA1 stratum radiatum
UBERON:0014555	CA2 stratum radiatum
UBERON:0014556	CA3 stratum radiatum
UBERON:0014557	CA1 stratum lacunosum moleculare
UBERON:0014558	CA2 stratum lacunosum moleculare
UBERON:0014559	CA3 stratum lacunosum moleculare
UBERON:0014560	CA3 stratum lucidum
UBERON:0014567	layer of hippocampal field
UBERON:0014568	dorsal tegmental nucleus pars dorsalis
UBERON:0014569	dorsal tegmental nucleus pars ventralis
UBERON:0014570	CA1 alveus
UBERON:0014571	CA3 alveus
UBERON:0014589	anterior nucleus of hypothalamus anterior part
UBERON:0014590	anterior nucleus of hypothalamus central part
UBERON:0014591	anterior nucleus of hypothalamus posterior part
UBERON:0014592	anterior nucleus of hypothalamus dorsal part
UBERON:0014593	tuberomammillary nucleus dorsal part
UBERON:0014594	tuberomammillary nucleus ventral part
UBERON:0014595	paraventricular nucleus of the hypothalamus descending division - medial parvicellular part, ventral zone
UBERON:0014596	paraventricular nucleus of the hypothalamus descending division - dorsal parvicellular part
UBERON:0014597	paraventricular nucleus of the hypothalamus descending division - lateral parvicellular part
UBERON:0014598	paraventricular nucleus of the hypothalamus descending division - forniceal part
UBERON:0014599	paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part
UBERON:0014600	paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part
UBERON:0014601	paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part
UBERON:0014602	paraventricular nucleus of the hypothalamus descending division
UBERON:0014603	paraventricular nucleus of the hypothalamus magnocellular division
UBERON:0014604	paraventricular nucleus of the hypothalamus parvicellular division
UBERON:0014605	fundus striati
UBERON:0014607	thoracic spinal cord lateral horn
UBERON:0014608	inferior occipital gyrus
UBERON:0014609	thoracic spinal cord dorsal horn
UBERON:0014610	thoracic spinal cord ventral horn
UBERON:0014611	apex of thoracic spinal cord dorsal horn
UBERON:0014612	substantia gelatinosa of thoracic spinal cord dorsal horn
UBERON:0014613	cervical spinal cord gray matter
UBERON:0014614	cervical spinal cord white matter
UBERON:0014615	accessory nerve root
UBERON:0014616	dorsal nerve root of thoracic spinal cord
UBERON:0014617	ventral nerve root of thoracic spinal cord
UBERON:0014618	middle frontal sulcus
UBERON:0014619	cervical spinal cord lateral horn
UBERON:0014620	cervical spinal cord dorsal horn
UBERON:0014621	cervical spinal cord ventral horn
UBERON:0014622	apex of cervical spinal cord dorsal horn
UBERON:0014623	substantia gelatinosa of cervical spinal cord dorsal horn
UBERON:0014624	basis modioli
UBERON:0014626	base of cochlear canal
UBERON:0014628	vestibular fissure of the cochlear canal
UBERON:0014629	terminal part of the cochlear canal
UBERON:0014630	ventral gray commissure of spinal cord
UBERON:0014631	dorsal gray commissure of spinal cord
UBERON:0014632	apex of lumbar spinal cord dorsal horn
UBERON:0014633	substantia gelatinosa of lumbar spinal cord dorsal horn
UBERON:0014634	ventral nerve root of cervical spinal cord
UBERON:0014635	dorsal nerve root of cervical spinal cord
UBERON:0014636	thoracic spinal cord gray matter
UBERON:0014637	thoracic spinal cord white matter
UBERON:0014638	lumbar spinal cord dorsal horn
UBERON:0014639	frontal sulcus
UBERON:0014640	occipital gyrus
UBERON:0014641	terminal nerve root
UBERON:0014642	vestibulocerebellum
UBERON:0014643	spinocerebellum
UBERON:0014644	cerebrocerebellum
UBERON:0014645	nucleus H of ventral tegmentum
UBERON:0014646	nucleus K of ventral tegmentum
UBERON:0014647	hemisphere part of cerebellar anterior lobe
UBERON:0014648	hemisphere part of cerebellar posterior lobe
UBERON:0014649	white matter of medulla oblongata
UBERON:0014650	dorsal hypothalamic nucleus
UBERON:0014663	nucleus recessus lateralis
UBERON:0014664	nucleus recessus posterioris
UBERON:0014665	nucleus preopticus
UBERON:0014666	nucleus recessus preopticus
UBERON:0014667	periventricular nucleus of hypothalamus
UBERON:0014668	distal interphalangeal joint of manual digit 2
UBERON:0014670	distal interphalangeal joint of manual digit 4
UBERON:0014671	distal interphalangeal joint of manural digit 5
UBERON:0014672	distal interphalangeal joint of pedal digit 2
UBERON:0014674	distal interphalangeal joint of pedal digit 4
UBERON:0014675	distal interphalangeal joint of pedal digit 5
UBERON:0014677	distal interphalangeal joint of digit 2
UBERON:0014679	distal interphalangeal joint of digit 4
UBERON:0014680	distal interphalangeal joint of digit 5
UBERON:0014682	tooth whorl
UBERON:0014683	parasymphisial tooth whorl
UBERON:0014684	Helicoprion tooth whorl
UBERON:0014685	pterygoid plexus
UBERON:0014686	angular vein
UBERON:0014687	temporal sulcus
UBERON:0014689	middle temporal sulcus
UBERON:0014690	left gastric vein
UBERON:0014691	right gastric vein
UBERON:0014692	superficial epigastric vein
UBERON:0014693	inferior alveolar artery
UBERON:0014694	posterior auricular artery
UBERON:0014695	deep auricular artery
UBERON:0014696	anterior choroidal artery
UBERON:0014697	posterior choroidal artery
UBERON:0014698	lacrimal caruncle
UBERON:0014699	extraembryonic venous system
UBERON:0014701	extraembryonic vascular system
UBERON:0014702	frontonasal process epithelium
UBERON:0014703	anal membrane ectodermal component
UBERON:0014704	pleuroperitoneal canal lumen
UBERON:0014705	median lingual swelling epithelium
UBERON:0014706	primitive renal collecting duct system
UBERON:0014707	hyoplastron
UBERON:0014708	costal plate of carapace
UBERON:0014709	carapace primordium
UBERON:0014710	carapacial ridge
UBERON:0014711	carapacial ridge mesenchyme
UBERON:0014712	carapacial ridge ectoderm
UBERON:0014716	interlobular duct
UBERON:0014717	mucous acinus
UBERON:0014719	intralobular duct
UBERON:0014720	interlobar duct
UBERON:0014725	intercalated duct
UBERON:0014726	intercalated duct of pancreas
UBERON:0014727	intercalated duct of salivary gland
UBERON:0014729	striated duct of salivary gland
UBERON:0014730	osteon
UBERON:0014731	haversian canal
UBERON:0014732	compound cell cluster organ
UBERON:0014733	dorsal ventricular ridge of pallium
UBERON:0014734	allocortex
UBERON:0014735	paleocortex
UBERON:0014736	periallocortex
UBERON:0014738	medial pallium
UBERON:0014740	dorsal pallium
UBERON:0014741	lateral pallium
UBERON:0014742	central nucleus of pallium
UBERON:0014751	P1 area of pallium (Myxiniformes)
UBERON:0014752	P2 area of pallium (Myxiniformes)
UBERON:0014753	P3 area of pallium (Myxiniformes)
UBERON:0014754	P4 area of pallium (Myxiniformes)
UBERON:0014755	P5 area of pallium (Myxiniformes)
UBERON:0014756	Wulst
UBERON:0014757	hyperpallium apicale
UBERON:0014758	interstitial part of hyperpallium apicale
UBERON:0014759	entopallium
UBERON:0014760	gustatory nucleus
UBERON:0014761	spinal trigeminal tract
UBERON:0014762	fused metapodial bones 2-4
UBERON:0014763	fused metatarsal bones 2-4
UBERON:0014764	anatomical line along groove
UBERON:0014765	crus of diaphragm
UBERON:0014766	right crus of diaphragm
UBERON:0014767	left crus of diaphragm
UBERON:0014768	superior palpebral vein
UBERON:0014769	palpebral vein
UBERON:0014770	palpebral artery
UBERON:0014772	lateral palpebral artery
UBERON:0014773	medial palpebral artery
UBERON:0014775	prosomere
UBERON:0014776	midbrain neuromere
UBERON:0014777	spinal neuromere
UBERON:0014778	cell group
UBERON:0014779	liver reticuloendothelial system
UBERON:0014780	palatine aponeurosis
UBERON:0014781	stomodeal ectoderm
UBERON:0014782	allantois of embryonic urinary system
UBERON:0014783	cloacal muscle
UBERON:0014784	transverse cloacal muscle
UBERON:0014785	levator cloacae
UBERON:0014786	extraembryonic umbilical vein
UBERON:0014787	left extraembryonic umbilical vein
UBERON:0014788	right extraembryonic umbilical vein
UBERON:0014789	embryo portion of umbilical vein
UBERON:0014790	lingual septum
UBERON:0014791	musculature of forelimb stylopod
UBERON:0014792	musculature of pelvic complex
UBERON:0014793	musculature of pectoral complex
UBERON:0014794	pectoral appendage muscle
UBERON:0014795	pelvic appendage muscle
UBERON:0014796	common tendinous ring
UBERON:0014797	hypobranchial group muscle
UBERON:0014798	clavotrapezius muscle
UBERON:0014799	acromiotrapezius muscle
UBERON:0014800	spinotrapezius muscle
UBERON:0014801	nuchal line attachment site
UBERON:0014802	highest nuchal line attachment site
UBERON:0014803	superior nuchal line attachment site
UBERON:0014804	median nuchal line attachment site
UBERON:0014805	inferior nuchal line attachment site
UBERON:0014835	serratus muscle
UBERON:0014836	levator arcuum muscle
UBERON:0014837	pectoantebrachialis
UBERON:0014838	xiphihumeralis
UBERON:0014840	supracoracoideus muscle
UBERON:0014842	puboischiofemoralis muscle
UBERON:0014847	vastus intermedius
UBERON:0014848	tendon of quadriceps femoris
UBERON:0014849	hemotrichorial placental membrane
UBERON:0014850	hemomonochorial placental membrane
UBERON:0014851	chorda tendinea of left ventricle
UBERON:0014852	chorda tendinea of right ventricle
UBERON:0014853	commissural leaflet of mitral valve
UBERON:0014854	anterior leaflet of mitral valve
UBERON:0014855	posterior leaflet of mitral valve
UBERON:0014856	cysticercus stage
UBERON:0014857	zoea stage
UBERON:0014858	crustacean post-larval stage
UBERON:0014859	megalopa stage
